web-scraper-order,web-scraper-start-url,article_ordinateurs_links,article_ordinateurs_links-href,etat_ordinateur,marque_ordinateur,couleur_ordinateurs,processeur_ordinateur,ram_ordinateur,stockage_ordinateur,prix_ordinateur
1738679616-1877,https://www.expat-dakar.com/ordinateurs?page=59,"💻 HP EliteBook 745 G6 - Performance et Élégance Réunies
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 13:29
                                    
                    195 000 F Cfa
                        
                        784459510
                    
                        338421058",https://www.expat-dakar.com/annonce/hp-elitebook-745-g6-performance-et-elegance-reunies-6258691,Neuf,HP,GRIS,"AMD Ryzen™ 3 Pro 3700U (2.3 GHz, jusqu’à 4.0 GHz, 4 cœurs/8 threads, 4 Mo de cache)",16 GO,256 GO SSD,195 000 F Cfa
1738679619-1878,https://www.expat-dakar.com/ordinateurs?page=59,"HP 15 Laptop, AMD Ryzen 3 Processor, 8 GB RAM, 256 GB SSD,
                                NeufHP
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        17. janv., 14:43
                                    
                    260 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/hp-15-laptop-amd-ryzen-3-processor-8-gb-ram-256-gb-ssd-6253651,Neuf,HP,gris,Ryzen 3,8GB,256GB,260 000 F Cfa
1738679625-1879,https://www.expat-dakar.com/ordinateurs?page=58,"Dell 14"" Precision 3480 Mobile Workstation
                                NeufDell
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        17. janv., 14:44
                                    
                    550 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/dell-14-precision-3480-mobile-workstation-6247508,Neuf,Dell,GRIS,I7,16GB,512GB,550 000 F Cfa
1738679632-1882,https://www.expat-dakar.com/ordinateurs?page=58,"Lenovo ThinkBook 15 G2 - AMD Ryzen 7 | 16GB RAM | 512
                                VenantLenovo
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        17. janv., 14:55
                                    
                    355 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/lenovo-thinkbook-15-g2-amd-ryzen-7-16gb-ram-512-6205299,Venant,Lenovo,Gris,AMD Ryzen 7,16,512,355 000 F Cfa
1738679636-1883,https://www.expat-dakar.com/ordinateurs?page=58,"Microsoft Surface Pro 11e édition 13"" Snapdragon x Elite
                                NeufMicrosoft Surface
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        17. janv., 14:57
                                    
                    950 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/microsoft-surface-pro-11e-edition-13-snapdragon-x-elite-6235524,Neuf,Microsoft Surface,GRIS/NOIR,Snapdragon x elite,16/GB,512/1TB,950 000 F Cfa
1738679639-1884,https://www.expat-dakar.com/ordinateurs?page=58,"Lenovo t480s i7
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 15:03
                                    
                    255 000 F Cfa
                        
                        774128120
                    
                        763360597",https://www.expat-dakar.com/annonce/lenovo-t480s-i7-6258816,Venant,Lenovo,Noir,I7,16go,512,255 000 F Cfa
1738679643-1885,https://www.expat-dakar.com/ordinateurs?page=58,"Hp EliteBook 840 G6 i5 8th Génération  Disque 256 SSD
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 15:21
                                    
                    190 000 F Cfa
                        
                        784459510
                    
                        338421058",https://www.expat-dakar.com/annonce/hp-elitebook-840-g6-i5-8th-generation-disque-256-ssd-6258789,Neuf,HP,GRIS,i5,8 GO,256 GO SSD,190 000 F Cfa
1738679646-1886,https://www.expat-dakar.com/ordinateurs?page=58,"MacBook Air 2020 Puce M1
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 15:29
                                    
                    475 000 F Cfa
                        
                        784459510
                    
                        338421058",https://www.expat-dakar.com/annonce/macbook-air-2020-puce-m1-6258834,Neuf,Apple,PINK,M1,8 GO,512 GO SSD,475 000 F Cfa
1738679656-1889,https://www.expat-dakar.com/ordinateurs?page=57,"Lenovo x1 Carbon Core i7
                                VenantLenovo
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 20:02
                                    
                    190 000 F Cfa
                        
                        776562988",https://www.expat-dakar.com/annonce/lenovo-x1-carbon-core-i7-6247171,Venant,Lenovo,Noir,Core i7,16Gb,256Go,190 000 F Cfa
1738679659-1890,https://www.expat-dakar.com/ordinateurs?page=57,"MacBook Air 15 pouces M3 16GB SSD 512 AZERTY
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        samedi, 05:42
                                    
                    990 000 F Cfa
                        
                        784459510
                    
                        338421058",https://www.expat-dakar.com/annonce/macbook-air-15-pouces-m3-16gb-ssd-512-azerty-6256788,Neuf,Apple,NOIR,M3,16 GO,512 GO SSD,990 000 F Cfa
1738679662-1891,https://www.expat-dakar.com/ordinateurs?page=57,"MacBook Air M3 2024 Sceller
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 01:59
                                    
                    780 000 F Cfa
                        
                        773491873",https://www.expat-dakar.com/annonce/macbook-air-m3-2024-sceller-6259104,Neuf,Apple,Grise et bleue,M3,8Go,256Go SSD,780 000 F Cfa
1738679664-1892,https://www.expat-dakar.com/ordinateurs?page=57,"Dell Precision 3590 de 14 eme Génération Ultra 7 Rtx
                                NeufDell
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        18. janv., 11:50
                                    
                    575 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/dell-precision-3590-de-14-eme-generation-ultra-7-rtx-6259385,Neuf,Dell,Gris,Ultra 7,32,512,575 000 F Cfa
1738679667-1893,https://www.expat-dakar.com/ordinateurs?page=57,"HP ELITE X2 G4 I5 8TH
                                VenantHP
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        18. janv., 11:50
                                    
                    250 000 F Cfa
                        
                        776599060",https://www.expat-dakar.com/annonce/hp-elite-x2-g4-i5-8th-6259349,Venant,HP,Gris,3.4,8 go,256,250 000 F Cfa
1738679670-1894,https://www.expat-dakar.com/ordinateurs?page=57,"MACBOOK PRO  I9 2019 16 POUCE TOUCH BAR
                                VenantApple
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        18. janv., 11:51
                                    
                    600 000 F Cfa
                        
                        776599060",https://www.expat-dakar.com/annonce/macbook-pro-i9-2019-16-pouce-touch-bar-6259338,Venant,Apple,Gris,2.5 GHz Intel i9 8coeurs,32go,1000go,600 000 F Cfa
1738679672-1895,https://www.expat-dakar.com/ordinateurs?page=57,"Hp EliteBook 840 Corei5 256ssd Ram8
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 11:55
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/hp-elitebook-840-corei5-256ssd-ram8-6259386,Neuf,HP,Grise,Corei5,8,256Giga ssd,150 000 F Cfa
1738679675-1896,https://www.expat-dakar.com/ordinateurs?page=57,"Mac Book Air 2020 Core i7 ssd 256 Gb Ram 16 Gb
                                VenantApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        18. janv., 11:56
                                    
                    375 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/mac-book-air-2020-core-i7-ssd-256-gb-ram-16-gb-6231312,Venant,Apple,Gris,I7,16,256,375 000 F Cfa
1738679677-1897,https://www.expat-dakar.com/ordinateurs?page=57,"Msi Gamer Corei7 1To ssd Ram32 Rtx 8Giga dédié
                                NeufMSI
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 12:00
                                    
                    500 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/msi-gamer-corei7-1to-ssd-ram32-rtx-8giga-dedie-6259388,Neuf,MSI,Noire,Corei7,32,1To ssd,500 000 F Cfa
1738679680-1898,https://www.expat-dakar.com/ordinateurs?page=57,"Dell latitude 5450 Ultra7 512ssd Ram32Giga 15Th Gen
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 12:06
                                    
                    750 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/dell-latitude-5450-ultra7-512ssd-ram32giga-15th-gen-6259393,Neuf,Dell,Grise,Ultra7,32,512Giga ssd,750 000 F Cfa
1738679685-1899,https://www.expat-dakar.com/ordinateurs?page=56,"Vente ord portable HP EliteBook840i5/256GoSSD+1ToSata
                                VenantHP
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        18. janv., 15:03
                                    
                    165 000 F Cfa
                        
                        762986463
                    
                        776425609",https://www.expat-dakar.com/annonce/vente-ord-portable-hp-elitebook840i5256gossd1tosata-6259439,Venant,HP,Beige,Icore 5,12 Go,256G ssd + 1To sata,165 000 F Cfa
1738679688-1900,https://www.expat-dakar.com/ordinateurs?page=56,"Hp EliteBook 820 g4 i5 ram 8
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 15:13
                                    
                                            Vendeur vérifié
                                        
                    150 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096",https://www.expat-dakar.com/annonce/hp-elitebook-820-g4-i5-ram-8-6102031,Venant,HP,Gris,i5 7th,8,256 go ssd,150 000 F Cfa
1738679691-1901,https://www.expat-dakar.com/ordinateurs?page=56,"Lenovo X260
                                VenantLenovo
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        18. janv., 19:10
                                    
                    135 000 F Cfa
                        
                        771510586",https://www.expat-dakar.com/annonce/lenovo-x260-6259607,Venant,Lenovo,Noir,I5,8go,256go,135 000 F Cfa
1738679694-1902,https://www.expat-dakar.com/ordinateurs?page=56,"Ordinateur portable Lenovo Tactile
                                NeufLenovo
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        18. janv., 21:58
                                    
                    99 900 F Cfa
                        
                        778010646
                    
                        762015161",https://www.expat-dakar.com/annonce/ordinateur-portable-lenovo-tactile-6259645,Neuf,Lenovo,Différents couleurs,Intel dual core,8giga,SSD 128giga,99 900 F Cfa
1738679697-1903,https://www.expat-dakar.com/ordinateurs?page=56,"Ordinateur Hp Core i5
                                VenantHP
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        lundi, 13:55
                                    
                    149 900 F Cfa
                        
                        778010646
                    
                        762015161",https://www.expat-dakar.com/annonce/ordinateur-hp-core-i5-6259648,Venant,HP,Gris,Intel core i5,8giga,500giga,149 900 F Cfa
1738679699-1904,https://www.expat-dakar.com/ordinateurs?page=56,"Ordinateur portable Hp core i5 Neuf
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 00:26
                                    
                    149 900 F Cfa
                        
                        778010646
                    
                        762015161",https://www.expat-dakar.com/annonce/ordinateur-portable-hp-core-i5-neuf-6259676,Neuf,HP,Noir,Intel core i5,8giga,500giga,149 900 F Cfa
1738679702-1905,https://www.expat-dakar.com/ordinateurs?page=56,"LENOVO L14 gen3 et gen4
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 10:12
                                    
                    380 000 F Cfa
                        
                        785253932",https://www.expat-dakar.com/annonce/lenovo-l14-gen3-et-gen4-6259582,Neuf,Lenovo,Noir,4.4 GHz,16,256,380 000 F Cfa
1738679705-1906,https://www.expat-dakar.com/ordinateurs?page=56,"MSI Cyborg 15 RTX 4050
                                NeufMSI
                                                                                    Médina,
                                                                                Dakar
                                    
                                        dimanche, 19:32
                                    
                    650 000 F Cfa
                        
                        776271240",https://www.expat-dakar.com/annonce/msi-cyborg-15-rtx-4050-6242507,Neuf,MSI,Noir,Core i5-13450H,16 Go DDR5,512Go SSD m.2,650 000 F Cfa
1738679708-1907,https://www.expat-dakar.com/ordinateurs?page=56,"Alienware 👽 X14 R2 intel core i7-1270H 12th gen (20 Coeurs)
                                VenantDell
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        19. janv., 13:19
                                    
                    850 000 F Cfa
                        
                        774397758
                    
                        774397758
                    
                        787855796",https://www.expat-dakar.com/annonce/alienware-x14-r2-intel-core-i7-1270h-12th-gen-20-coeurs-6259786,Venant,Dell,Blanc,i7,32Go,2To,850 000 F Cfa
1738679711-1908,https://www.expat-dakar.com/ordinateurs?page=56,"iMac
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 15:19
                                    
                    150 000 F Cfa
                        
                        771758304
                    
                        779774670",https://www.expat-dakar.com/annonce/imac-6252892,Venant,Apple,Gris,i5,8,512g,150 000 F Cfa
1738679716-1909,https://www.expat-dakar.com/ordinateurs?page=55,"Mac Book Pro i7
                                NeufApple
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        dimanche, 10:52
                                    
                    489 000 F Cfa
                        
                        773242691",https://www.expat-dakar.com/annonce/mac-book-pro-i7-6259852,Neuf,Apple,Gris,"2,8 GHz Quad-Core Intel Core i7",16GB,250 Flash Disc,489 000 F Cfa
1738679719-1910,https://www.expat-dakar.com/ordinateurs?page=55,"MacBook Pro 16 pouces 2021 M1 Pro
                                NeufApple
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        19. janv., 23:33
                                    
                    850 000 F Cfa
                        
                        780126976
                    
                        778637676",https://www.expat-dakar.com/annonce/macbook-pro-16-pouces-2021-m1-pro-6260057,Neuf,Apple,Gris sidéral,Puce Apple M1,16Go,512Go SSD,850 000 F Cfa
1738679721-1911,https://www.expat-dakar.com/ordinateurs?page=55,"MacBook Pro 13 pouces 2018 Core i7
                                VenantApple
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        19. janv., 23:39
                                    
                    425 000 F Cfa
                        
                        780126976
                    
                        778637676",https://www.expat-dakar.com/annonce/macbook-pro-13-pouces-2018-core-i7-6260059,Venant,Apple,Gris sidéral,Intel Core i7,16Go,512Go SSD,425 000 F Cfa
1738679727-1913,https://www.expat-dakar.com/ordinateurs?page=55,"DELL Latitude 5570 Cor i7 6ème Gén
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 09:14
                                    
                    145 000 F Cfa
                        
                        776088787",https://www.expat-dakar.com/annonce/dell-latitude-5570-cor-i7-6eme-gen-6255057,Venant,Dell,NOIRE,i7,16,256,145 000 F Cfa
1738679729-1914,https://www.expat-dakar.com/ordinateurs?page=55,"DELL Inspiron 5406 2-in-1 Cor i5 11ème Gén
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 09:14
                                    
                    270 000 F Cfa
                        
                        776088787",https://www.expat-dakar.com/annonce/dell-inspiron-5406-2-in-1-cor-i5-11eme-gen-6253110,Neuf,Dell,GRISE,i5,16,512,270 000 F Cfa
1738679745-1919,https://www.expat-dakar.com/ordinateurs?page=54,"HP ENVY X360 Laptop 16 AMD Ryzen 5
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        20. janv., 11:10
                                    
                    500 000 F Cfa
                        
                        779886060",https://www.expat-dakar.com/annonce/hp-envy-x360-laptop-16-amd-ryzen-5-6253824,Neuf,HP,GRIS SIDERAL,AMD Ryzen 5,16GB,512GB,500 000 F Cfa
1738679748-1920,https://www.expat-dakar.com/ordinateurs?page=54,"LENOVO THINKPAD P14S I7/16GO/512SSD/NVIDIA
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 11:14
                                    
                    380 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/lenovo-thinkpad-p14s-i716go512ssdnvidia-6260444,Neuf,Lenovo,NOIR,I7,16GO,512SSD,380 000 F Cfa
1738679753-1922,https://www.expat-dakar.com/ordinateurs?page=54,"MacBook Pro M3 Pro 18Go 512Go Scellé
                                NeufApple
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        20. janv., 11:53
                                    
                    1 275 000 F Cfa
                        
                        777286523",https://www.expat-dakar.com/annonce/macbook-pro-m3-pro-18go-512go-scelle-6239442,Neuf,Apple,Noir,M3 Pro,18Go,SSD 512Go,1 275 000 F Cfa
1738679755-1923,https://www.expat-dakar.com/ordinateurs?page=54,"MacBook Air M2 16Go 512Go Scellé Bleu
                                NeufApple
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        20. janv., 11:57
                                    
                    700 000 F Cfa
                        
                        777286523",https://www.expat-dakar.com/annonce/macbook-air-m2-16go-512go-scelle-bleu-6260538,Neuf,Apple,Blue Midnight,M2,16Go,SSD 512Go,700 000 F Cfa
1738679761-1925,https://www.expat-dakar.com/ordinateurs?page=54,"HP  ELITEBOOk 830 G7 tactile et non tactile disponible
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:05
                                    
                    200 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/hp-elitebook-830-g7-tactile-et-non-tactile-disponible-6260524,Venant,HP,Gris,2.90Ghz,8GO,256SSD,200 000 F Cfa
1738679763-1926,https://www.expat-dakar.com/ordinateurs?page=54,"Hp  elitebook
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:06
                                    
                    120 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/hp-elitebook-6242542,Venant,HP,Noir,1.16ghz,8gb,128gb,120 000 F Cfa
1738679779-1931,https://www.expat-dakar.com/ordinateurs?page=53,"ASUS ZenBook Flip13
                                NeufASUS
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:08
                                    
                    350 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/asus-zenbook-flip13-6174523,Neuf,ASUS,Noir,Corei5,8Go,512 SSD,350 000 F Cfa
1738679784-1933,https://www.expat-dakar.com/ordinateurs?page=53,"HP ELITEBOOK 850 G8
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:09
                                    
                    190 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/hp-elitebook-850-g8-6209219,Venant,HP,Gris,2.6GHZ,16GO,256GB,190 000 F Cfa
1738679787-1934,https://www.expat-dakar.com/ordinateurs?page=53,"Ordinateur HP
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mercredi, 13:37
                                    
                    180 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/ordinateur-hp-6076562,Neuf,HP,Gris,2.90,4go,256ssd,180 000 F Cfa
1738679795-1936,https://www.expat-dakar.com/ordinateurs?page=53,"Ordinateur
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mercredi, 13:20
                                    
                    170 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/ordinateur-6076580,Neuf,Lenovo,Gris,2.90,4go,256SSD,170 000 F Cfa
1738679798-1937,https://www.expat-dakar.com/ordinateurs?page=53,"Ho Probook 440 G9 14 pouces
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:11
                                    
                    425 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/ho-probook-440-g9-14-pouces-6100839,Neuf,HP,Blanche,1.70,8GO,512SSD,425 000 F Cfa
1738679801-1938,https://www.expat-dakar.com/ordinateurs?page=53,"Tablette  pour enfants sans clavier  128gb  64 gb  32 gb
                                VenantMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 12:22
                                    
                    20 000 F Cfa
                        
                        774256069
                    
                        777930032
                    
                        778267443",https://www.expat-dakar.com/annonce/tablette-pour-enfants-sans-clavier-128gb-64-gb-32-gb-6241626,Venant,Microsoft Surface,Gris noir,2.16ghz,4gb 6gb 64gb,64gb,20 000 F Cfa
1738679806-1939,https://www.expat-dakar.com/ordinateurs?page=52,"MACBOOK AIR PINK
                                VenantApple
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        20. janv., 13:40
                                    
                    265 000 F Cfa
                        
                        772133541",https://www.expat-dakar.com/annonce/macbook-air-pink-6256770,Venant,Apple,ROSE,I5,8,128G,265 000 F Cfa
1738679808-1940,https://www.expat-dakar.com/ordinateurs?page=52,"Hp elitebook 840 g3
                                VenantHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        20. janv., 15:21
                                    
                    130 000 F Cfa
                        
                        781459921
                    
                        781459921",https://www.expat-dakar.com/annonce/hp-elitebook-840-g3-6260794,Venant,HP,Gris,i5,16,256,130 000 F Cfa
1738679811-1941,https://www.expat-dakar.com/ordinateurs?page=52,"Lenovo Thinkpad t480s
                                VenantLenovo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        20. janv., 15:39
                                    
                    175 000 F Cfa
                        
                        781459921
                    
                        781459921",https://www.expat-dakar.com/annonce/lenovo-thinkpad-t480s-6260813,Venant,Lenovo,Noir,i5,16,256,175 000 F Cfa
1738679813-1942,https://www.expat-dakar.com/ordinateurs?page=52,"HP elitebook 845g8
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        20. janv., 15:46
                                    
                    260 000 F Cfa
                        
                        781459921
                    
                        781459921",https://www.expat-dakar.com/annonce/hp-elitebook-845g8-6260820,Neuf,HP,Gris,Amd ryzen 5,16,512,260 000 F Cfa
1738679816-1943,https://www.expat-dakar.com/ordinateurs?page=52,"RAZER BLADE 15 I7/16GO/1TO/RTX3070
                                NeufAutre
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 16:05
                                    
                    800 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/razer-blade-15-i716go1tortx3070-6247941,Neuf,Autre,NOIR,I7,16GO,1TO,800 000 F Cfa
1738679818-1944,https://www.expat-dakar.com/ordinateurs?page=52,"✅ Mac Air M1 2020- Gold- 256go Ssd ✅
                                VenantApple
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        20. janv., 16:18
                                    
                    450 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406",https://www.expat-dakar.com/annonce/mac-air-m1-2020-gold-256go-ssd-6260852,Venant,Apple,GOLD  ✅,M1 ✅,8 GO ✅,256 GO SSD ✅,450 000 F Cfa
1738679821-1945,https://www.expat-dakar.com/ordinateurs?page=52,"HP 290G9
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        20. janv., 20:09
                                    
                    425 000 F Cfa
                        
                        779200106
                    
                        779200106",https://www.expat-dakar.com/annonce/hp-290g9-6260996,Neuf,HP,Noire,I5,8gb,512gb,425 000 F Cfa
1738679824-1946,https://www.expat-dakar.com/ordinateurs?page=52,"Dell XPS 15 9530 intel core i7-13620H
                                NeufDell
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        20. janv., 21:33
                                    
                    600 000 F Cfa
                        
                        774397758
                    
                        774397758
                    
                        787855796",https://www.expat-dakar.com/annonce/dell-xps-15-9530-intel-core-i7-13620h-6261024,Neuf,Dell,Gris,i7,16Go,512Go,600 000 F Cfa
1738679826-1947,https://www.expat-dakar.com/ordinateurs?page=52,"Macbook pro touch bar core i7 ram 32Go disque dur ssd 1tere
                                VenantApple
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        21. janv., 07:30
                                    
                    550 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/macbook-pro-touch-bar-core-i7-ram-32go-disque-dur-ssd-1tere-6261006,Venant,Apple,Gris,Core i7,32Go,1Tera,550 000 F Cfa
1738679829-1948,https://www.expat-dakar.com/ordinateurs?page=52,"Ordinateur Hp Core i5 Promotion
                                NeufHP
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        21. janv., 09:09
                                    
                    129 900 F Cfa
                        
                        778010646
                    
                        762015161",https://www.expat-dakar.com/annonce/ordinateur-hp-core-i5-promotion-6261393,Neuf,HP,Gris/Noir,Intel core i5,8giga,500giga,129 900 F Cfa
1738679834-1949,https://www.expat-dakar.com/ordinateurs?page=51,"Hp Omen 17 RTX 4070
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        21. janv., 10:51
                                    
                    950 000 F Cfa
                        
                        776271240",https://www.expat-dakar.com/annonce/hp-omen-17-rtx-4070-6261538,Neuf,HP,Noir,AMD Ryzen 7 8845HS,32 Go DDR5,512Go SSD m.2,950 000 F Cfa
1738679839-1951,https://www.expat-dakar.com/ordinateurs?page=51,"Vente MacBook Pro Touch Barr 2020
                                VenantApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. janv., 11:17
                                    
                    425 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247",https://www.expat-dakar.com/annonce/vente-macbook-pro-touch-barr-2020-6261587,Venant,Apple,Gris,I5,8 Go,256 Go,425 000 F Cfa
1738679842-1952,https://www.expat-dakar.com/ordinateurs?page=51,"Vente MacBook Air M3
                                VenantApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        21. janv., 11:27
                                    
                    775 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247",https://www.expat-dakar.com/annonce/vente-macbook-air-m3-6261601,Venant,Apple,Gold,M3,16 Go,512 Go,775 000 F Cfa
1738679844-1953,https://www.expat-dakar.com/ordinateurs?page=51,"Promo☄️Hp Elitbook 840 Corei5 256ssd Ram8
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        21. janv., 11:55
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/promohp-elitbook-840-corei5-256ssd-ram8-6261632,Neuf,HP,Grise,Corei5,8,256Giga ssd,150 000 F Cfa
1738679847-1954,https://www.expat-dakar.com/ordinateurs?page=51,"MacBook Air M1/2020
                                VenantApple
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        21. janv., 12:00
                                    
                    350 000 F Cfa
                        
                        779687268
                    
                        763404242
                    
                        776517697",https://www.expat-dakar.com/annonce/macbook-air-m12020-6261635,Venant,Apple,Gold,M1,8Go,SSD 256Go,350 000 F Cfa
1738679850-1955,https://www.expat-dakar.com/ordinateurs?page=51,"Hp EliteBook 840 G11 ultra7 512ssd Ram16 15Th Gen
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        21. janv., 12:23
                                    
                    800 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/hp-elitebook-840-g11-ultra7-512ssd-ram16-15th-gen-6261667,Neuf,HP,Grise,Ultra7,16,512Giga ssd,800 000 F Cfa
1738679852-1956,https://www.expat-dakar.com/ordinateurs?page=51,"Lenovo T14 Gen4 Corei7 Ram16 13ém Génération
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        21. janv., 12:26
                                    
                    650 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/lenovo-t14-gen4-corei7-ram16-13em-generation-6261680,Neuf,Lenovo,Noire,Corei7,16,256Giga ssd,650 000 F Cfa
